ScreenResolution,Cpu,Ram,Gpu,Weight,Price_in_euros,Cpu_Brand,SSD,HDD,Flash_Storage,Hybrid,Performance,Company_Apple,Company_Asus,Company_Chuwi,Company_Dell,Company_Fujitsu,Company_Google,Company_HP,Company_Huawei,Company_LG,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Razer,Company_Samsung,Company_Toshiba,Company_Vero,Company_Xiaomi,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,OpSys_Chrome OS,OpSys_Linux,OpSys_Mac OS X,OpSys_No OS,OpSys_Windows 10,OpSys_Windows 10 S,OpSys_Windows 7,OpSys_macOS,Resolution_Full HD,Resolution_Others,Gpu_Brand_ARM,Gpu_Brand_Intel,Gpu_Brand_Nvidia
Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1060,2.65,1195.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.25,1049.0,Intel,256,0,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.5,847.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R5 M430,2.2,599.9,Intel,0,1000,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 M430,2.2,485.0,Intel,256,0,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,6,Nvidia GeForce 920M,2.0,577.0,Intel,256,0,0,0,12.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,Nvidia GeForce GTX 1050,2.62,1249.0,Intel,128,1000,0,0,24.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,AMD Radeon 530,1.91,719.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Full HD 1920x1080,AMD E-Series E2-9000e 1.5GHz,4,AMD Radeon R2,2.1,349.0,AMD,0,500,0,0,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 520,2.2,647.0,Intel,0,1000,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce MX150,1.38,1119.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.252,1340.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,Nvidia GeForce 940MX,1.58,659.0,Intel,256,0,0,0,12.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.85,414.9,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,1.3,1193.0,Intel,256,0,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.2,1299.0,Intel,256,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.58,1480.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,Nvidia GeForce MX150,1.5,1262.0,Intel,256,1000,0,0,32.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8,Intel Iris Plus Graphics 640,1.23,1379.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.37,1399.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,1.63,722.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.21,1629.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.26,1398.99,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.63,1084.0,Intel,512,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 940MX,2.16,1130.33,Intel,256,1000,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Nvidia GeForce 920MX,2.0,564.0,Intel,0,1000,0,0,8.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 940MX,1.7,1118.0,Intel,256,0,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,6,Intel HD Graphics 620,2.1,479.0,Intel,0,1000,0,0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,1.8,2241.5,Intel,256,2000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 940MX,2.2,629.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,Nvidia GeForce 930MX ,2.5,1271.0,Intel,512,0,0,0,32.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,AMD A9-Series 9420 3GHz,4,AMD Radeon R5,2.1,451.0,AMD,256,0,0,0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,1.86,259.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.63,812.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,AMD E-Series 6110 1.5GHz,4,AMD Radeon R2,1.65,277.99,AMD,64,0,0,0,4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,AMD Radeon 530,2.8,1396.0,Intel,256,2000,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,2.5,928.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R7 M445,2.36,638.99,Intel,0,1000,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 M430,2.2,449.0,Intel,0,1000,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.6,884.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,Nvidia GeForce MX130,2.2,572.0,Intel,256,0,0,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,2.05,598.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.63,988.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.9,252.36,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,3.0,938.0,Intel,128,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Nvidia GeForce 920MX,2.2,499.0,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.32,699.0,Intel,256,0,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,Nvidia GeForce MX130,3.0,655.0,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD Radeon RX 550,1.75,1116.02,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
